geoid,geoName,totalPop,medianAge,medianIncome
40149,"Washita County, Oklahoma",10930,40.4,60600
40151,"Woods County, Oklahoma",8661,33.7,50724
40153,"Woodward County, Oklahoma",20411,36.8,61207
41001,"Baker County, Oregon",16685,47.4,51657
41003,"Benton County, Oregon",95615,33.5,72882
41005,"Clackamas County, Oregon",420925,41.9,95740
41007,"Clatsop County, Oregon",41190,44.9,68025
41009,"Columbia County, Oregon",52865,43.1,83265
41011,"Coos County, Oregon",64908,48.4,57563
41013,"Crook County, Oregon",24987,47,74969
41015,"Curry County, Oregon",23404,56.8,64300
41017,"Deschutes County, Oregon",199352,42.6,82042
41019,"Douglas County, Oregon",111322,46.6,56440
41021,"Gilliam County, Oregon",1983,51,58409
41023,"Grant County, Oregon",7237,51.7,56045
41025,"Harney County, Oregon",7496,45.5,45462
41027,"Hood River County, Oregon",23965,40.2,80254
41029,"Jackson County, Oregon",222604,42.3,67690
41031,"Jefferson County, Oregon",24659,41.1,69345
41033,"Josephine County, Oregon",87994,47.4,56068
41035,"Klamath County, Oregon",69506,41.1,57219
41037,"Lake County, Oregon",8201,46.1,54663
41039,"Lane County, Oregon",382218,40.1,65157
41041,"Lincoln County, Oregon",50334,52.4,57794
41043,"Linn County, Oregon",128598,40,69523
41045,"Malheur County, Oregon",31538,35.9,48371
41047,"Marion County, Oregon",345815,37,70926
41049,"Morrow County, Oregon",12140,37,64975
41051,"Multnomah County, Oregon",808098,38.2,83668
41053,"Polk County, Oregon",87600,37.1,77353
41055,"Sherman County, Oregon",1900,45.7,57171
41057,"Tillamook County, Oregon",27345,48.7,63098
41059,"Umatilla County, Oregon",79904,36.9,70322
41061,"Union County, Oregon",26286,39.7,61946
41063,"Wallowa County, Oregon",7439,50.9,62238
41065,"Wasco County, Oregon",26639,40.4,61316
41067,"Washington County, Oregon",599541,37.5,100121
41069,"Wheeler County, Oregon",1407,56.1,50774
41071,"Yamhill County, Oregon",107674,39.4,80125
42001,"Adams County, Pennsylvania",104604,43.8,78975
42003,"Allegheny County, Pennsylvania",1245310,40.6,72537
42005,"Armstrong County, Pennsylvania",65538,47,61011
42007,"Beaver County, Pennsylvania",167629,44.9,67194
42009,"Bedford County, Pennsylvania",47613,47.3,58337
42011,"Berks County, Pennsylvania",428483,39.9,74617
42013,"Blair County, Pennsylvania",122640,42.9,59386
42015,"Bradford County, Pennsylvania",60159,43.9,60650
42017,"Bucks County, Pennsylvania",645163,44,107826
42019,"Butler County, Pennsylvania",194562,43.4,82932
42021,"Cambria County, Pennsylvania",133263,45.6,54221
42023,"Cameron County, Pennsylvania",4536,51.8,46186
42025,"Carbon County, Pennsylvania",65018,46.3,64538
42027,"Centre County, Pennsylvania",158665,33.3,70087
42029,"Chester County, Pennsylvania",536474,40.7,118574
42031,"Clarion County, Pennsylvania",37489,41.5,58690
42033,"Clearfield County, Pennsylvania",79707,45.2,56982
42035,"Clinton County, Pennsylvania",37860,39.8,59011
42037,"Columbia County, Pennsylvania",64924,41.3,59457
42039,"Crawford County, Pennsylvania",83876,43.6,58734
42041,"Cumberland County, Pennsylvania",261269,40.3,82849
42043,"Dauphin County, Pennsylvania",286108,39.4,71046
42045,"Delaware County, Pennsylvania",575312,39,86390
42047,"Elk County, Pennsylvania",30886,48.2,61672
42049,"Erie County, Pennsylvania",270495,39.9,59396
42051,"Fayette County, Pennsylvania",128417,45.2,55579
42053,"Forest County, Pennsylvania",6959,46.2,46188
42055,"Franklin County, Pennsylvania",156084,42.2,71808
42057,"Fulton County, Pennsylvania",14545,45.7,63153
42059,"Greene County, Pennsylvania",35781,43.1,66283
42061,"Huntingdon County, Pennsylvania",44123,43.6,61300
42063,"Indiana County, Pennsylvania",83394,39.6,57170
42065,"Jefferson County, Pennsylvania",44326,43.7,56607
42067,"Juniata County, Pennsylvania",23535,42.7,61915
42069,"Lackawanna County, Pennsylvania",215672,41.9,63739
42071,"Lancaster County, Pennsylvania",553202,39,81458
42073,"Lawrence County, Pennsylvania",85907,45,57585
42075,"Lebanon County, Pennsylvania",143258,41.3,72532
42077,"Lehigh County, Pennsylvania",374110,38.9,74973
42079,"Luzerne County, Pennsylvania",325396,42.2,60836
42081,"Lycoming County, Pennsylvania",114022,41.4,63437
42083,"McKean County, Pennsylvania",40459,43.8,57861
42085,"Mercer County, Pennsylvania",110600,45,57353
42087,"Mifflin County, Pennsylvania",46146,43.3,58012
42089,"Monroe County, Pennsylvania",168128,43.5,80656
42091,"Montgomery County, Pennsylvania",856399,41.2,107441
42093,"Montour County, Pennsylvania",18165,43.2,72626
42095,"Northampton County, Pennsylvania",314299,41.9,82201
42097,"Northumberland County, Pennsylvania",91340,44.5,55952
42099,"Perry County, Pennsylvania",45941,43.7,76103
42101,"Philadelphia County, Pennsylvania",1593208,34.8,57537
42103,"Pike County, Pennsylvania",58996,48.9,76416
42105,"Potter County, Pennsylvania",16390,48.1,56491
42107,"Schuylkill County, Pennsylvania",143201,44.2,63574
42109,"Snyder County, Pennsylvania",39797,40,65914
42111,"Somerset County, Pennsylvania",73802,46.7,57357
42113,"Sullivan County, Pennsylvania",5880,55,62910
42115,"Susquehanna County, Pennsylvania",38540,48.5,63968
42117,"Tioga County, Pennsylvania",41186,45,59707
42119,"Union County, Pennsylvania",42908,39.7,64914
42121,"Venango County, Pennsylvania",50475,47.6,59278
42123,"Warren County, Pennsylvania",38492,47.4,57925
42125,"Washington County, Pennsylvania",209631,44.2,74403
42127,"Wayne County, Pennsylvania",51227,48.8,59240
42129,"Westmoreland County, Pennsylvania",354414,47.2,69454
42131,"Wyoming County, Pennsylvania",26219,45.3,67968
42133,"York County, Pennsylvania",457051,41,79183
44001,"Bristol County, Rhode Island",50658,43.9,105875
44003,"Kent County, Rhode Island",170168,43.6,85732
44005,"Newport County, Rhode Island",85442,46.4,96319
44007,"Providence County, Rhode Island",657984,37.6,72579
44009,"Washington County, Rhode Island",129998,44.9,99510
45001,"Abbeville County, South Carolina",24368,44.5,49759
45003,"Aiken County, South Carolina",169865,41.8,63212
45005,"Allendale County, South Carolina",8073,43.1,37096
45007,"Anderson County, South Carolina",204592,40.6,62347
45009,"Bamberg County, South Carolina",13311,40.8,43920
45011,"Barnwell County, South Carolina",20653,40.9,42470
45013,"Beaufort County, South Carolina",189071,46.8,81260
45015,"Berkeley County, South Carolina",231419,36.7,77874
45017,"Calhoun County, South Carolina",14145,46.8,55550
45019,"Charleston County, South Carolina",409840,38.9,78795
45021,"Cherokee County, South Carolina",56200,40,47011
45023,"Chester County, South Carolina",32171,41.8,50022
45025,"Chesterfield County, South Carolina",43536,42.6,46326
45027,"Clarendon County, South Carolina",31163,45.5,48677
45029,"Colleton County, South Carolina",38561,41.6,46795
45031,"Darlington County, South Carolina",63025,41.4,44317
45033,"Dillon County, South Carolina",28255,37.5,42454
45035,"Dorchester County, South Carolina",162139,37.7,73686
45037,"Edgefield County, South Carolina",26181,42.9,60033
45039,"Fairfield County, South Carolina",20942,46.6,44521
45041,"Florence County, South Carolina",137015,39,56088
45043,"Georgetown County, South Carolina",63594,51,59782
45045,"Greenville County, South Carolina",528251,38.5,71328
45047,"Greenwood County, South Carolina",69309,40.2,47553
45049,"Hampton County, South Carolina",18890,40.2,40157
45051,"Horry County, South Carolina",356578,47.6,59880
45053,"Jasper County, South Carolina",29444,43.6,60452
45055,"Kershaw County, South Carolina",65779,40.6,61343
45057,"Lancaster County, South Carolina",97611,42.2,72186
45059,"Laurens County, South Carolina",67456,41.2,52077
45061,"Lee County, South Carolina",16557,41.5,39099
45063,"Lexington County, South Carolina",295934,39.4,71280
45065,"McCormick County, South Carolina",9612,57.9,55569
45067,"Marion County, South Carolina",29212,41.6,35972
45069,"Marlboro County, South Carolina",26585,41.5,34275
45071,"Newberry County, South Carolina",37918,42.6,56706
45073,"Oconee County, South Carolina",78775,46.2,56710
45075,"Orangeburg County, South Carolina",84159,40.5,41020
45077,"Pickens County, South Carolina",131106,36.1,57628
45079,"Richland County, South Carolina",416161,33.9,59850
45081,"Saluda County, South Carolina",18952,43.3,51041
45083,"Spartanburg County, South Carolina",330119,38,61955
45085,"Sumter County, South Carolina",105199,36.9,53970
45087,"Union County, South Carolina",27158,44.2,42305
45089,"Williamsburg County, South Carolina",30879,43.2,40848
45091,"York County, South Carolina",282987,39.2,80158
46003,"Aurora County, South Dakota",2590,41.4,71490
46005,"Beadle County, South Dakota",19089,37.5,63813
46007,"Bennett County, South Dakota",3391,27,44821
46009,"Bon Homme County, South Dakota",7018,42.1,57554
46011,"Brookings County, South Dakota",34631,27.7,64438
46013,"Brown County, South Dakota",38278,37.3,70379
46015,"Brule County, South Dakota",5247,41.5,64821
46017,"Buffalo County, South Dakota",1859,24,42917
46019,"Butte County, South Dakota",10369,40.3,58106
46021,"Campbell County, South Dakota",1534,50.4,66932
46023,"Charles Mix County, South Dakota",9302,35.4,60729
46025,"Clark County, South Dakota",3837,41.2,59340
46027,"Clay County, South Dakota",14953,24.6,55963
46029,"Codington County, South Dakota",28402,39.6,65747
46031,"Corson County, South Dakota",3906,29,48125
46033,"Custer County, South Dakota",8515,56.8,75943
46035,"Davison County, South Dakota",19966,39.7,55606
46037,"Day County, South Dakota",5485,47.2,57558
46039,"Deuel County, South Dakota",4298,42,76997
46041,"Dewey County, South Dakota",5275,27.1,55077
46043,"Douglas County, South Dakota",2823,41.6,75048
46045,"Edmunds County, South Dakota",4014,43.7,76806
46047,"Fall River County, South Dakota",7079,54.7,54886
46049,"Faulk County, South Dakota",2140,45.8,56734
46051,"Grant County, South Dakota",7533,43.8,70851
46053,"Gregory County, South Dakota",3983,45.7,48272
46055,"Haakon County, South Dakota",1755,44.7,53109
46057,"Hamlin County, South Dakota",6196,33.1,76995
46059,"Hand County, South Dakota",3075,44.6,72857
46061,"Hanson County, South Dakota",3443,37.3,86827
46063,"Harding County, South Dakota",1176,45.1,71484
46065,"Hughes County, South Dakota",17812,39.2,83750
46067,"Hutchinson County, South Dakota",7401,41.7,69139
46069,"Hyde County, South Dakota",1319,47,69712
46071,"Jackson County, South Dakota",2838,33.4,26078
46073,"Jerauld County, South Dakota",1836,50.5,66607
46075,"Jones County, South Dakota",1006,41.8,61250
46077,"Kingsbury County, South Dakota",5172,41.9,65964
46079,"Lake County, South Dakota",11207,44.3,74884
46081,"Lawrence County, South Dakota",26047,43,62977
46083,"Lincoln County, South Dakota",65801,35.9,92317
46085,"Lyman County, South Dakota",3719,36,60284
46087,"McCook County, South Dakota",5714,39.5,74873
46089,"McPherson County, South Dakota",2251,50.9,58529
46091,"Marshall County, South Dakota",4363,43.7,74018
46093,"Meade County, South Dakota",29970,36.5,70256
46095,"Mellette County, South Dakota",1989,36.3,41397
46097,"Miner County, South Dakota",2312,48.8,62037
46099,"Minnehaha County, South Dakota",197742,35.6,73110
46101,"Moody County, South Dakota",6346,40.6,71469
46102,"Oglala Lakota County, South Dakota",13695,26.3,32279
46103,"Pennington County, South Dakota",110386,39.6,67823
46105,"Perkins County, South Dakota",2970,45.4,64410
46107,"Potter County, South Dakota",2587,44.7,71786
46109,"Roberts County, South Dakota",10242,37,59022
46111,"Sanborn County, South Dakota",2373,39.3,65806
46115,"Spink County, South Dakota",6355,45,65795
46117,"Stanley County, South Dakota",2979,43.2,82298
46119,"Sully County, South Dakota",1318,52.7,66875
46121,"Todd County, South Dakota",9353,25.1,33792
46123,"Tripp County, South Dakota",5607,44.7,56758
46125,"Turner County, South Dakota",8687,42,72312
46127,"Union County, South Dakota",16700,40.1,82036
46129,"Walworth County, South Dakota",5317,40.9,57697
46135,"Yankton County, South Dakota",23311,41.7,68847
46137,"Ziebach County, South Dakota",2455,34.3,46023
47001,"Anderson County, Tennessee",77337,42.1,60633
47003,"Bedford County, Tennessee",50533,37.9,59955
47005,"Benton County, Tennessee",15933,47.9,47737
47007,"Bledsoe County, Tennessee",14816,44.6,51783
47009,"Blount County, Tennessee",135951,43.8,70935
47011,"Bradley County, Tennessee",108859,39.9,60692
47013,"Campbell County, Tennessee",39397,44.2,48258
47015,"Cannon County, Tennessee",14481,40.7,57651
47017,"Carroll County, Tennessee",28381,41.7,49700
47019,"Carter County, Tennessee",56315,46,47994
47021,"Cheatham County, Tennessee",41184,40.9,77014
47023,"Chester County, Tennessee",17392,38,57471
47025,"Claiborne County, Tennessee",32092,42,42406
47027,"Clay County, Tennessee",7592,47.4,39572
47029,"Cocke County, Tennessee",36186,45.5,45110
47031,"Coffee County, Tennessee",58080,39.3,57424
47033,"Crockett County, Tennessee",13955,40.2,59136
47035,"Cumberland County, Tennessee",61552,52.6,56002
47037,"Davidson County, Tennessee",709786,34.7,71863
47039,"Decatur County, Tennessee",11483,45.8,48466
47041,"DeKalb County, Tennessee",20209,42.1,46907
47043,"Dickson County, Tennessee",54563,39.2,68492
47045,"Dyer County, Tennessee",36818,40.5,53150
47047,"Fayette County, Tennessee",42228,46.8,81074
47049,"Fentress County, Tennessee",18642,46.3,47884
47051,"Franklin County, Tennessee",42980,42.4,57933
47053,"Gibson County, Tennessee",50455,39.8,55455
47055,"Giles County, Tennessee",30317,43.7,56877
47057,"Grainger County, Tennessee",23648,45.6,47098
47059,"Greene County, Tennessee",70399,44.7,51975
47061,"Grundy County, Tennessee",13550,43.1,47948
47063,"Hamblen County, Tennessee",64531,41.2,49656
47065,"Hamilton County, Tennessee",367193,39.7,69069
47067,"Hancock County, Tennessee",6726,44.9,31809
47069,"Hardeman County, Tennessee",25519,40.7,43566
47071,"Hardin County, Tennessee",26824,45.5,46902
47073,"Hawkins County, Tennessee",57107,45.5,53647
47075,"Haywood County, Tennessee",17806,43.1,44890
47077,"Henderson County, Tennessee",27845,40.7,51576
47079,"Henry County, Tennessee",32305,45.7,48025
47081,"Hickman County, Tennessee",24996,41.8,54669
47083,"Houston County, Tennessee",8253,44.1,51544
47085,"Humphreys County, Tennessee",19032,43,54185
47087,"Jackson County, Tennessee",11730,47.3,42357
47089,"Jefferson County, Tennessee",55017,44.4,60393
47091,"Johnson County, Tennessee",17982,46.2,47571
47093,"Knox County, Tennessee",481406,37.4,68580
47095,"Lake County, Tennessee",6898,41.8,32064
47097,"Lauderdale County, Tennessee",25171,38.9,46702
47099,"Lawrence County, Tennessee",44377,39,51038
47101,"Lewis County, Tennessee",12637,42.2,44613
47103,"Lincoln County, Tennessee",35365,43.2,61374
47105,"Loudon County, Tennessee",55507,48.5,75008
47107,"McMinn County, Tennessee",53532,42.3,57982
47109,"McNairy County, Tennessee",25895,42.9,46920
47111,"Macon County, Tennessee",25365,39.1,51215
47113,"Madison County, Tennessee",98644,38.4,55280
47115,"Marion County, Tennessee",28852,43.6,58139
47117,"Marshall County, Tennessee",34567,39.3,65325
47119,"Maury County, Tennessee",102002,39.4,71500
47121,"Meigs County, Tennessee",12839,45.5,59434
47123,"Monroe County, Tennessee",46489,44.6,52123
47125,"Montgomery County, Tennessee",222305,31.4,67890
47127,"Moore County, Tennessee",6558,46.4,69250
47129,"Morgan County, Tennessee",21124,41.6,51971
47131,"Obion County, Tennessee",30670,42.3,50638
47133,"Overton County, Tennessee",22576,43.1,46580
47135,"Perry County, Tennessee",8432,42.8,55978
47137,"Pickett County, Tennessee",5042,51.1,44317
47139,"Polk County, Tennessee",17620,46.3,53775
47141,"Putnam County, Tennessee",80157,36.3,54371
47143,"Rhea County, Tennessee",33031,40.9,55568
47145,"Roane County, Tennessee",53777,47.4,66460
47147,"Robertson County, Tennessee",73297,39.4,74440
47149,"Rutherford County, Tennessee",343727,34,78291
47151,"Scott County, Tennessee",21917,40.7,39744
47153,"Sequatchie County, Tennessee",16065,44.4,53038
47155,"Sevier County, Tennessee",98455,43.9,60103
47157,"Shelby County, Tennessee",926440,35.9,59621
47159,"Smith County, Tennessee",20034,40.5,57677
47161,"Stewart County, Tennessee",13724,44.3,57257
47163,"Sullivan County, Tennessee",158722,45.2,54357
47165,"Sumner County, Tennessee",196845,39.8,81883
47167,"Tipton County, Tennessee",61116,38.4,70674
47169,"Trousdale County, Tennessee",11596,34.6,62018
47171,"Unicoi County, Tennessee",17845,47.4,49855
47173,"Union County, Tennessee",19860,42.6,57094
47175,"Van Buren County, Tennessee",6182,47.4,44730
47177,"Warren County, Tennessee",41163,40.3,52948
47179,"Washington County, Tennessee",133282,40.1,58507
47181,"Wayne County, Tennessee",16325,44.3,49360
47183,"Weakley County, Tennessee",32946,37.9,47769
47185,"White County, Tennessee",27420,43,48220
47187,"Williamson County, Tennessee",248897,40,125943
47189,"Wilson County, Tennessee",149096,40,89462
48001,"Anderson County, Texas",58077,39.3,57445
48003,"Andrews County, Texas",18362,32.4,86458
48005,"Angelina County, Texas",86608,37.8,57055
48007,"Aransas County, Texas",24048,51,58168
48009,"Archer County, Texas",8649,43.1,69954
48011,"Armstrong County, Texas",1912,43.9,70417
48013,"Atascosa County, Texas",49403,35.8,67442
48015,"Austin County, Texas",30406,41,73556
48017,"Bailey County, Texas",6902,30.3,69830
48019,"Bandera County, Texas",21182,53.4,70965
48021,"Bastrop County, Texas",98435,38,80151
48023,"Baylor County, Texas",3475,46.7,52716
48025,"Bee County, Texas",30977,35.6,50283
48027,"Bell County, Texas",372821,31.7,62858
48029,"Bexar County, Texas",2014059,34.2,67275
48031,"Blanco County, Texas",11608,49.5,79717
48033,"Borden County, Texas",686,36.5,80625
48035,"Bosque County, Texas",18404,46.1,63868
48037,"Bowie County, Texas",92747,38.2,56628
48039,"Brazoria County, Texas",374600,36.3,91972
48041,"Brazos County, Texas",234548,26.3,57562
48043,"Brewster County, Texas",9454,46.1,47747
48045,"Briscoe County, Texas",1290,49.7,35446
48047,"Brooks County, Texas",7059,38.3,30566
48049,"Brown County, Texas",38159,41.2,53792
48051,"Burleson County, Texas",17958,44.1,71745
48053,"Burnet County, Texas",49684,44.7,71482
48055,"Caldwell County, Texas",46141,37.8,66779
48057,"Calhoun County, Texas",20127,38.4,62267
48059,"Callahan County, Texas",13869,43.5,63906
48061,"Cameron County, Texas",421854,32,47435
48063,"Camp County, Texas",12543,39,53968
48065,"Carson County, Texas",5801,41.3,83199
48067,"Cass County, Texas",28637,44.3,54303
48069,"Castro County, Texas",7381,34.8,59886
48071,"Chambers County, Texas",47037,35.4,106103
48073,"Cherokee County, Texas",50824,38.2,56971
48075,"Childress County, Texas",6781,32.6,56063
48077,"Clay County, Texas",10290,46.8,75227
48079,"Cochran County, Texas",2529,37.4,41597
48081,"Coke County, Texas",3305,47.1,40230
48083,"Coleman County, Texas",7808,48.4,51034
48085,"Collin County, Texas",1079153,37.1,113255
48087,"Collingsworth County, Texas",2865,38.3,52045
48089,"Colorado County, Texas",20582,43.2,63352
48091,"Comal County, Texas",165201,41.7,93744
48093,"Comanche County, Texas",13651,44.2,57383
48095,"Concho County, Texas",3235,46.4,55750
48097,"Cooke County, Texas",41860,40.4,66374
48099,"Coryell County, Texas",82927,32.2,63281
48101,"Cottle County, Texas",1647,37.4,47625
48103,"Crane County, Texas",4636,37.9,71364
48105,"Crockett County, Texas",2949,50,64103
48107,"Crosby County, Texas",5157,39.4,50268
48109,"Culberson County, Texas",2181,47.5,35924
48111,"Dallam County, Texas",7165,30.8,71969
48113,"Dallas County, Texas",2604053,33.8,70732
48115,"Dawson County, Texas",12342,34,45268
48117,"Deaf Smith County, Texas",18585,32,51942
48119,"Delta County, Texas",5278,40.6,68491
48121,"Denton County, Texas",914870,36.5,104180
48123,"DeWitt County, Texas",19826,41.7,61100
48125,"Dickens County, Texas",1570,47.9,46638
48127,"Dimmit County, Texas",8672,36.4,27374
48129,"Donley County, Texas",3298,40.3,51711
48131,"Duval County, Texas",9960,35.5,50697
48133,"Eastland County, Texas",17812,41.5,52902
48135,"Ector County, Texas",162300,31,70566
48137,"Edwards County, Texas",1380,40.2,40809
48139,"Ellis County, Texas",195509,36.2,93248
48141,"El Paso County, Texas",863832,32.8,55417
48143,"Erath County, Texas",42788,31.6,59654
48145,"Falls County, Texas",17013,40,45172
48147,"Fannin County, Texas",36052,40.4,65835
48149,"Fayette County, Texas",24564,48,72881
48151,"Fisher County, Texas",3680,42.2,60461
48153,"Floyd County, Texas",5386,35.7,49321
48155,"Foard County, Texas",1075,50.9,41944
48157,"Fort Bend County, Texas",832607,36.9,109987
48159,"Franklin County, Texas",10445,42.9,67915
48161,"Freestone County, Texas",19599,41.8,55902
48163,"Frio County, Texas",18151,33.1,56042
48165,"Gaines County, Texas",21523,29.3,73299
48167,"Galveston County, Texas",350801,38.1,83913
48169,"Garza County, Texas",5735,41.8,56215
48171,"Gillespie County, Texas",26953,49.7,70162
48173,"Glasscock County, Texas",1068,38.8,112188
48175,"Goliad County, Texas",7092,44.7,58125
48177,"Gonzales County, Texas",19736,36.8,64255
48179,"Gray County, Texas",21272,36.6,54563
48181,"Grayson County, Texas",137008,39.2,66608
48183,"Gregg County, Texas",124245,35.8,63811
48185,"Grimes County, Texas",29442,40.3,63484
48187,"Guadalupe County, Texas",173828,37.3,88111
48189,"Hale County, Texas",32525,33.4,50721
48191,"Hall County, Texas",2847,45.1,43873
48193,"Hamilton County, Texas",8244,45,54890
48195,"Hansford County, Texas",5270,33.9,62350
48197,"Hardeman County, Texas",3541,44.1,60455
48199,"Hardin County, Texas",56576,39.4,70164
48201,"Harris County, Texas",4726177,34.1,70789
48203,"Harrison County, Texas",69098,38.8,63427
48205,"Hartley County, Texas",5369,39.7,78065
48207,"Haskell County, Texas",5408,44.3,52786
48209,"Hays County, Texas",245351,33.2,79990
48211,"Hemphill County, Texas",3371,40.8,67798
48213,"Henderson County, Texas",82627,43.9,59778
48215,"Hidalgo County, Texas",873167,29.8,49371
48217,"Hill County, Texas",36138,41.2,60669
48219,"Hockley County, Texas",21495,35.3,53283
48221,"Hood County, Texas",62459,46.5,80013
48223,"Hopkins County, Texas",37008,39.7,63766
48225,"Houston County, Texas",22107,43.9,51043
48227,"Howard County, Texas",34488,37.6,67243
48229,"Hudspeth County, Texas",3329,32.1,35163
48231,"Hunt County, Texas",101596,37.6,66885
48233,"Hutchinson County, Texas",20595,38.3,62211
48235,"Irion County, Texas",1561,39.5,54708
48237,"Jack County, Texas",8588,39.2,58861
48239,"Jackson County, Texas",15010,40.4,67176
48241,"Jasper County, Texas",33032,42.3,48818
48243,"Jeff Davis County, Texas",1992,62,38125
48245,"Jefferson County, Texas",254942,36.8,57294
48247,"Jim Hogg County, Texas",4830,25.2,42292
48249,"Jim Wells County, Texas",39060,35.6,46626
48251,"Johnson County, Texas",182690,37.1,77058
48253,"Jones County, Texas",19758,38.4,59361
48255,"Karnes County, Texas",14805,35.6,57798
48257,"Kaufman County, Texas",149773,34.6,84075
48259,"Kendall County, Texas",45376,42.6,104196
48261,"Kenedy County, Texas",116,39.9,45455
48263,"Kent County, Texas",635,59.9,68553
48265,"Kerr County, Texas",52810,48.2,66713
48267,"Kimble County, Texas",4316,48.4,62386
48269,"King County, Texas",216,35.8,59375
48271,"Kinney County, Texas",3157,47.5,52386
48273,"Kleberg County, Texas",30860,28.6,52487
48275,"Knox County, Texas",3333,41.1,48750
48277,"Lamar County, Texas",50149,40.3,58246
48279,"Lamb County, Texas",13024,36.8,54519
48281,"Lampasas County, Texas",21829,43.8,73269
48283,"La Salle County, Texas",6965,35,62798
48285,"Lavaca County, Texas",20379,43.4,58530
48287,"Lee County, Texas",17543,41.9,66448
48289,"Leon County, Texas",15928,44.7,57363
48291,"Liberty County, Texas",93523,34.1,59605
48293,"Limestone County, Texas",22222,42,53102
48295,"Lipscomb County, Texas",3038,35.9,71625
48297,"Live Oak County, Texas",11374,40.8,55949
48299,"Llano County, Texas",21637,57.4,64241
48301,"Loving County, Texas",96,31.9,
48303,"Lubbock County, Texas",311509,31.2,61911
48305,"Lynn County, Texas",5619,36.6,52996
48307,"McCulloch County, Texas",7638,44.4,53214
48309,"McLennan County, Texas",261090,33.6,59781
48311,"McMullen County, Texas",670,36.5,60313
48313,"Madison County, Texas",13556,36.2,65768
48315,"Marion County, Texas",9668,52.1,48040
48317,"Martin County, Texas",5228,34.7,70217
48319,"Mason County, Texas",3959,48.2,77583
48321,"Matagorda County, Texas",36251,37.1,56412
48323,"Maverick County, Texas",57806,30.1,48497
48325,"Medina County, Texas",51432,39.4,73060
48327,"Menard County, Texas",1964,59.4,40945
48329,"Midland County, Texas",169393,32.1,90123
48331,"Milam County, Texas",25080,41.5,56985
48333,"Mills County, Texas",4501,50.8,59315
48335,"Mitchell County, Texas",8947,32.3,49869
48337,"Montague County, Texas",20197,44.1,63336
48339,"Montgomery County, Texas",629989,37.4,95946
48341,"Moore County, Texas",21284,30.7,59041
48343,"Morris County, Texas",11993,43,51532
48345,"Motley County, Texas",1223,50.7,66528
48347,"Nacogdoches County, Texas",64768,31.7,51153
48349,"Navarro County, Texas",52834,37.5,56261
48351,"Newton County, Texas",12333,45.5,38871
48353,"Nolan County, Texas",14657,36.6,47437
48355,"Nueces County, Texas",353245,36.2,64027
48357,"Ochiltree County, Texas",9924,33,62240
48359,"Oldham County, Texas",2171,35,71103
48361,"Orange County, Texas",84761,37.7,71910
48363,"Palo Pinto County, Texas",28569,41.3,65242
48365,"Panola County, Texas",22540,39.2,58205
48367,"Parker County, Texas",151188,39.4,95721
48369,"Parmer County, Texas",9809,36.3,65575
48371,"Pecos County, Texas",15114,36.7,59325
48373,"Polk County, Texas",50536,43.8,57315
48375,"Potter County, Texas",117905,34.5,47974
48377,"Presidio County, Texas",6168,41.9,29012
48379,"Rains County, Texas",12257,47.6,60291
48381,"Randall County, Texas",141489,36.4,78038
48383,"Reagan County, Texas",3308,33,70319
48385,"Real County, Texas",2830,52.3,46842
48387,"Red River County, Texas",11627,48.9,44583
48389,"Reeves County, Texas",14022,35.4,57487
48391,"Refugio County, Texas",6718,42.9,54304
48393,"Roberts County, Texas",764,42.5,62667
48395,"Robertson County, Texas",16912,40.6,59410
48397,"Rockwall County, Texas",110631,37.6,121303
48399,"Runnels County, Texas",9858,40.9,55424
48401,"Rusk County, Texas",52755,38.8,61661
48403,"Sabine County, Texas",9980,54.1,47061
48405,"San Augustine County, Texas",7920,48.6,45888
48407,"San Jacinto County, Texas",27666,45.3,54839
48409,"San Patricio County, Texas",68942,36,63842
48411,"San Saba County, Texas",5779,41.9,54087
48413,"Schleicher County, Texas",2474,39.4,53774
48415,"Scurry County, Texas",16883,36.2,58932
48417,"Shackelford County, Texas",3134,42.9,60924
48419,"Shelby County, Texas",24157,39.7,49231
48421,"Sherman County, Texas",2414,38.4,66169
48423,"Smith County, Texas",234667,37.2,69053
48425,"Somervell County, Texas",9337,43.1,87899
48427,"Starr County, Texas",65716,28.6,35979
48429,"Stephens County, Texas",9260,40.9,44712
48431,"Sterling County, Texas",1392,32.1,63558
48433,"Stonewall County, Texas",1331,33.5,66591
48435,"Sutton County, Texas",3345,31.3,56778
48437,"Swisher County, Texas",6989,35.9,40290
48439,"Tarrant County, Texas",2113854,34.9,78872
48441,"Taylor County, Texas",143029,32.9,61806
48443,"Terrell County, Texas",862,57.7,52813
48445,"Terry County, Texas",11816,35.4,42694
48447,"Throckmorton County, Texas",1439,48.8,55221
48449,"Titus County, Texas",31301,34.4,57634
48451,"Tom Green County, Texas",119276,35,67215
48453,"Travis County, Texas",1289054,35.1,92731
48455,"Trinity County, Texas",13735,50.1,51165
48457,"Tyler County, Texas",19962,42.6,50898
48459,"Upshur County, Texas",41261,40.9,60456
48461,"Upton County, Texas",3284,39.9,55284
48463,"Uvalde County, Texas",24833,34.2,55000
48465,"Val Verde County, Texas",47693,31.7,57250
48467,"Van Zandt County, Texas",60053,42,62334
48469,"Victoria County, Texas",91209,36.3,66308
48471,"Walker County, Texas",77182,36.5,47193
48473,"Waller County, Texas",57463,28.7,71643
48475,"Ward County, Texas",11347,35.2,70771
